plateifu,log(N/Ha),log(O/Hb),EW(Ha)
8946-3701,-0.087679218,0.533837139,20.12490892
8946-3702,-0.610627881,-0.195428329,9.927634001
8946-3703,0.115406016,0.241075041,13.16858506
8946-6101,-0.393254283,-0.634800374,38.7321558
8946-6102,-0.294075158,-0.497576639,27.19319534
8946-6103,-0.762077836,0.266342607,31.08073711
8946-9101,-0.50817228,-0.433832689,20.53468561
8946-9102,0.059647859,-0.228200994,6.1247859
8947-12702,-0.60841394,-0.234466274,42.30657387
8947-12704,0.13629535,0.2686647,17.02320528
8947-1901,-0.29063522,-0.46591968,83.99635887
8947-3701,-0.3826746,0.875731329,24.48140287
8947-6103,-0.430986466,-0.547601416,21.53959751
8947-9101,-0.262038007,-0.525887338,63.45366859
8947-9102,0.266729292,0.191954662,7.091249347
8948-12701,-0.433104617,-0.166279386,19.07362843
8948-12703,-0.470452795,-0.658618246,18.19825792
8948-12704,-0.020706799,0.256036795,30.90069771
8948-12705,-0.455395539,-0.572397415,32.67950153
8948-1901,0.040784034,0.138522961,12.34963775
8948-3701,-0.660148392,-0.0048152,13.97165823
8948-3703,-0.641724672,-0.138073331,32.14052582
8948-6101,-0.425331572,-0.76582771,12.50130916
8948-9101,-0.578703664,-0.041242248,23.84270668
8977-12702,-0.549506398,-0.139140965,46.99913406
8977-12704,-1.084350746,0.509026204,115.263443
8977-12705,-0.795738644,-0.023418578,6.483724276
8977-1901,-0.631570206,0.483688322,15.18430829
8977-3704,-0.819803207,0.273875496,218.4076042
8977-6102,-0.405317283,-0.452588823,12.37049127
8977-6103,-0.023143028,0.087623755,22.55126572
8977-6104,-0.414568022,-0.544098286,27.1934824
8977-9101,0.225991968,0.237267411,8.554338932
8977-9102,-0.410068532,-0.493678604,50.75379562
8978-12701,-0.385778373,-0.178618451,6.60591046
8978-12702,-0.307310891,-0.241445087,14.16118431
8978-12703,-0.612651365,-0.069719668,23.98325968
8978-12704,-0.012713975,0.052371625,6.288823843
8978-12705,-0.035768283,0.136732829,39.39750671
8978-3701,-0.309984754,-0.650584737,124.4764957
8978-6101,-0.233904052,-0.267504395,14.41785502
8978-6104,-0.191742087,0.479974787,7.013558269
8978-9101,0.190084777,0.272337297,14.80700564
8979-12701,0.20087952,0.328982335,20.00160027
8979-1902,0.113668299,-0.429137828,7.893178701
8979-3701,-0.464040495,-0.36970566,25.09207964
8979-3702,-0.068302878,-0.026759234,20.518466
8979-3704,-0.34169949,-0.175369011,27.29561329
8979-6101,-0.490684964,-0.437220598,22.48547745
8979-6102,0.065562185,0.616074808,15.4983964
8979-6104,-0.2314458,-0.110741892,6.868655324
8980-12701,-0.444224031,-0.442413049,17.1301198
8980-12704,-0.724665669,0.047795569,31.12898445
8980-12705,-0.553042762,-0.268502983,23.71740961
8980-3704,-0.758274963,0.049854112,13.15607429
8980-9101,-0.340219153,-0.427025567,22.69541025
8980-9102,-0.503383249,-0.189367434,9.492483854
8981-12702,-0.644194336,-0.043916565,22.49967813
8981-12703,0.074442593,0.127410518,17.87293482
8981-12705,-0.953635266,0.143549145,16.4577775
8981-1901,-0.185172145,-0.066334466,9.340962887
8981-1902,-0.504766661,-0.198290978,9.261422873
8981-3702,-0.486317562,-0.476143765,47.47259808
8981-3703,-0.471645331,-0.198441513,98.80702591
8981-3704,-0.518566934,-0.19316178,46.29094505
8981-6101,0.111571879,0.453079384,13.90944672
8981-6103,-0.270507449,-0.110011647,8.920810938
8981-6104,0.05567104,0.889099905,8.10756743
8981-9102,-0.756317667,0.052336293,13.27606535
8985-12701,-0.493003966,-0.044156928,29.82889843
8985-12703,-0.041021998,0.519790455,10.99615645
8985-12704,-0.766193121,0.077322067,16.25031376
8985-12705,-0.433954499,-0.378875002,7.272353053
8985-1901,-0.896843781,0.340924078,79.95021057
8985-1902,-0.131425996,-0.02265953,14.14173436
8985-3701,-0.642989973,0.061958107,39.67869282
8985-3702,-0.456343841,-0.523802134,7.209721923
8985-3703,-0.139329705,0.314453242,8.506366968
8985-3704,-0.575930106,0.054596433,63.53220177
8985-6102,-0.404117911,-0.265927301,16.29921818
8985-6103,-0.632983935,-0.116900374,10.28470325
8985-6104,-0.258393438,-0.42973717,65.02469635
8988-12703,-0.397478841,-0.119164789,23.16329241
8988-12704,-0.223292629,-0.255091579,8.432793856
8988-3702,-0.442221633,-0.210585927,9.47057128
8988-3703,-0.468183128,-0.693519672,48.53185558
8988-3704,-0.700920411,0.075815461,38.75376225
8988-6101,-0.625358676,-0.093741876,7.731559157
8988-6102,0.083320643,0.058263214,16.05561948
8988-6104,-0.186263938,-0.545642363,227.9188194
8988-9101,-0.180526099,-0.039824628,7.377855301
8988-9102,-0.215659873,-0.23070495,9.864744186
8989-12701,-0.248400703,-1.633137863,13.73092961
8989-12702,-0.455471766,-0.454610542,13.32269287
8989-1901,-0.475133258,-0.594168205,41.93321705
8989-1902,-0.121076263,-0.563393836,22.83325243
8989-3703,0.009476714,0.93888542,29.0244174
8989-3704,-0.580445469,-0.025639769,26.77946758
8989-6101,-0.479058538,-0.548317129,9.359020948
8989-6102,-1.037802196,0.441173794,14.48523021
8989-9102,-0.308914289,-0.512402645,35.8596077
8990-12701,-0.464170097,-0.539542254,13.63575792
8990-12702,0.310394628,0.036981909,7.59514602
8990-12703,-0.427151911,-0.45823953,10.46883559
8990-12705,-0.243339242,1.079470309,21.45393085
8990-1902,-0.661285029,0.017008828,57.97246265
8990-3703,-0.494011726,-0.461715787,7.095256329
8990-6103,-0.121751673,-0.231316974,21.65338278
8990-6104,-0.416218435,-0.370533922,34.89565849
8990-9101,-0.045370547,0.27644204,9.078141928
8990-9102,-0.363221117,-0.15345287,13.68225479
8991-12703,-0.530714386,-0.6883529,8.16643858
8991-12704,-0.36686504,0.007285783,31.96252966
8991-12705,-0.384911052,-0.446218099,18.90293598
8991-3703,-0.679729191,0.023969139,8.060288668
8991-6101,-0.352259536,-0.427642216,47.61834812
8991-6104,-0.429920205,-0.575271341,40.52273083
8991-9101,-0.513727733,-0.264902553,42.91136551
8992-12701,-0.307826343,-0.40049259,25.51559448
8992-12702,-0.225112103,-0.319330266,36.69361115
8992-12704,-0.492445063,-0.701458534,32.69027519
8992-3702,-0.059568915,0.491460898,20.70086718
8992-6101,-0.228339356,-0.025672948,73.33571243
8992-6102,0.249563637,0.282936436,8.186652064
8992-9101,-0.491647935,0.038407906,10.55225134
8992-9102,-0.278205019,-0.327122889,8.113909364
8993-12701,0.339290948,0.281784594,10.68275428
8993-12702,0.265725411,0.338677096,6.081639608
8993-12703,-0.963336899,0.369525131,9.051952124
8993-12704,-0.640908393,-0.137319654,9.01027743
8993-12705,0.1032353,1.070437492,179.1912193
8993-3702,-0.572142979,-0.182622225,32.0108881
8993-6102,-0.405357197,-0.165478157,8.027959585
8993-6103,-0.162525031,-0.092558596,60.77920914
8993-9102,-0.120792722,0.788339661,17.45344925
8994-12702,-0.559472387,-0.139796226,15.65617561
8994-12703,-0.437442382,-0.768437276,13.26885438
8994-12705,-0.389294456,-0.436764421,11.80962658
8994-9102,-0.227492337,-0.623233826,120.6634674
8995-12701,-0.399909285,-0.590306908,6.22546339
8995-12702,-0.915811856,0.206382741,12.90113199
8995-12705,0.232563478,0.118074726,7.195761442
8995-3702,-0.354351428,-0.362649,10.04313517
8995-3703,-0.044895106,0.271475058,7.213404775
8995-6101,-0.298302457,-0.454977161,39.79687214
8995-9101,-0.187350866,0.068121249,6.569714546
8995-9102,-0.897161784,0.347203466,16.62469912
8996-12701,-0.347613535,-0.565167166,10.15549159
8996-12703,-1.064805391,0.457002682,49.28305244
8996-12705,0.166873905,0.292395948,7.411471605
8996-3703,-0.366397158,-0.278263923,53.51350594
8996-6102,-0.631177626,-0.036249511,54.6198864
8996-9101,-0.42899015,-0.58477349,12.07853222
8997-12701,0.065321575,0.080363928,6.837652445
8997-12702,-0.380562343,-0.030779207,13.63814211
8997-12705,-0.124204835,-0.02842137,26.10755205
8997-1902,0.273372648,0.189050889,8.479306698
8997-3701,-0.35811959,-0.550675221,15.14365172
8997-3702,-0.694254848,0.201811066,32.53901291
8997-3704,-0.490885889,-0.122641041,24.65390348
8997-9102,-0.417952161,-0.394368862,13.22916508
8998-12701,-0.226718001,0.256790786,6.1112957
8998-12702,-0.346666841,-0.192014212,7.794558287
8998-12704,-0.504638497,-0.453162161,8.563441992
8998-12705,-0.058499056,0.760256445,13.78818655
8998-3701,-0.423631754,-0.456149152,27.02484894
8998-3702,0.08491121,0.266837994,6.05033048
8998-6102,-0.50207231,-0.646013113,24.14691257
8998-6103,-0.711246676,0.150034062,23.25279045
8998-6104,-0.693568665,-0.004610971,8.952098846
8999-12701,-0.473513683,-0.45437425,25.59827185
8999-12703,-0.502496939,-0.693000972,33.9380188
8999-12704,-0.630547975,-0.212005919,7.397335847
8999-1901,-0.552197413,-0.060725102,143.0047607
8999-3701,-0.542519192,-0.184475309,10.12671971
8999-3704,-0.68278014,0.007400936,24.21024036
8999-6104,-0.345714709,-0.039123236,14.32111835
9000-12702,-0.44726024,-0.574226823,10.87672019
9000-12705,-0.334798028,-0.371369981,9.038547754
9000-1901,-0.07062688,0.241959054,412.1469421
9000-1902,-0.413971519,-0.048283722,7.17631793
9000-6102,-0.621991215,-0.106675262,53.88147926
9001-12702,-0.33502091,-0.253184895,43.26191807
9001-12704,-0.965549244,0.342846999,13.14326978
9001-12705,0.172548041,0.278975387,8.425042272
9001-3704,0.129243553,0.120120694,14.53114009
9001-6101,-0.604361798,-0.179684962,12.37110972
9001-6102,-0.876024509,0.266911968,10.81603432
9001-6104,-0.073652506,-0.053589935,31.38433504
9001-9101,-0.495470458,-0.451844124,7.591282845
9001-9102,-0.910162858,0.334812822,99.58708954
9002-12701,0.066409374,0.860561934,16.15056165
9002-12702,0.437420143,0.366075175,9.274942636
9002-1902,-0.849068784,0.31230096,91.80639648
9024-12705,0.151232299,0.146428865,25.784688
9024-1902,-0.750225274,0.325686388,182.6741409
9024-6102,-0.422300051,-0.367932675,60.63732243
9024-9102,-0.055281717,0.194700045,6.387841543
9025-12704,0.233144418,0.636150203,6.214122534
9025-1901,-0.67932564,0.154951605,27.27775574
9025-1902,-0.350505439,-0.578270221,16.66247892
9025-3702,-0.254755835,-0.655787552,44.74131012
9026-12701,0.173168345,0.164251812,6.597022057
9026-12702,-0.530379131,-0.523640349,10.5226438
9026-12703,-0.382542801,-0.500497388,8.769970179
9026-1902,-0.262517034,0.098036933,8.269044161
9026-3701,-0.651235014,0.082020915,134.482338
9026-3703,-0.478354885,-0.690768176,40.35087109
9026-3704,-0.296068918,-0.199496811,11.7017529
9026-6101,-0.391607705,-0.537974361,8.566773891
9026-6102,-0.710239625,0.102382774,15.50344872
9026-6103,-0.235930772,-0.092977291,6.336849809
9026-6104,0.099213489,0.386260288,7.417673945
9026-9101,0.215973562,0.807705197,35.65718651
9027-12701,-0.306984154,0.134897672,32.0902977
9027-12702,-0.454218241,-0.470597994,23.46199751
9027-12703,-0.406698638,-0.484073592,18.67722225
9027-12704,-0.170293146,0.70751557,75.081007
9027-12705,-0.622304029,-0.084909881,9.022268295
9027-1901,-0.64788624,0.307762286,157.4709091
9027-3701,-0.208395649,-0.256885796,35.25587368
9027-3702,-0.43163822,-0.480670608,16.72517633
9027-3703,-0.487165602,-0.259100869,19.99811983
9027-6102,-0.521223751,-0.519385891,43.63470268
9027-6103,-0.423032327,-0.65354584,27.12175608
9027-6104,-0.747819936,0.052969665,15.30443287
9027-9101,-0.243932632,-0.162181116,20.61243916
9027-9102,-0.600823351,-0.115428222,8.311103702
9028-12703,-0.466293666,-0.631630639,12.52086616
9029-12702,-0.529438327,-0.618454223,40.79351616
9029-12704,0.10285923,0.296787971,6.569217324
9029-12705,-0.039107116,0.493530145,13.28601503
9029-1902,-0.321304566,-0.751346671,54.41959
9029-6102,-0.382350987,-0.359974382,42.21835518
9029-9102,0.206527777,0.183771751,6.633941809
9030-12702,-0.305299759,0.046056409,10.94891715
9030-12703,0.138954564,0.096623564,15.06712937
9030-12704,-0.229436864,-0.077461839,6.174083869
9030-3702,-0.47482457,-0.693526144,62.54656219
9030-3703,0.409780518,0.27295243,12.36419988
9030-6104,-0.332725103,-0.388322467,9.248660326
9030-9102,-0.412040975,-0.289515935,37.30476093
9031-12703,-0.216975213,0.050176609,8.363845825
9031-12704,-0.073333577,0.408375478,6.525960565
9031-12705,0.030933178,0.296629324,6.613928437
9031-1902,-0.217996412,0.628688542,16.2340126
9031-3701,-0.05638186,-0.15320502,6.621487776
9031-3702,-0.392471971,-0.291997124,22.71861792
9031-3703,-0.225108482,-0.425660409,10.00907612
9031-3704,0.241230562,0.458370908,7.625789046
9031-6102,-0.445570955,-0.497410971,6.234732389
9031-6104,-0.482128501,-0.563751779,10.12368655
9032-12701,-0.041084777,0.634595909,38.20431995
9032-12702,0.189238713,0.773137304,21.45328045
9032-12704,-0.555303979,-0.41545648,9.94433856
9032-1901,-0.409330281,-0.510962642,27.01686716
9032-3701,-0.114481479,0.253463734,6.078996817
9032-3703,-0.310705032,-0.309332003,6.639212489
9032-3704,-0.360651198,0.062000602,55.97808361
9032-6101,-0.331860964,-0.297808357,16.62270117
9032-6104,-0.43024146,-0.421253611,86.63753891
9032-9101,-0.363993316,-0.543305241,27.3531661
9032-9102,-0.402242587,0.063850067,12.02643442
9033-12701,0.032008346,0.116515116,6.251078367
9033-12705,-0.179042297,-0.309085215,65.20863533
9033-1901,-0.958329221,0.383759392,44.18607044
9033-1902,-0.396695596,-0.438530573,13.9612186
9033-3702,-0.286152781,-0.352666233,10.9163115
9033-3703,-0.32268167,-0.435155838,58.8376503
9033-9102,-0.501887425,-0.278841478,29.27155256
9034-12701,-0.578460485,-0.008353555,9.909874439
9034-12705,-0.401140846,-0.558801912,21.59319592
9034-1901,-0.35599897,-0.572135424,82.8798027
9034-3702,-0.541504747,-0.247522422,36.03776836
9034-6101,-0.385618824,-0.368432803,13.37200069
9034-6102,-0.507507304,-0.509677142,10.43202019
9034-6104,-0.150284917,-0.236009204,7.261401892
9035-12701,-0.642955269,-0.152578687,42.06492424
9035-12702,-0.418607293,-0.463194557,20.25403023
9035-12703,-0.265506683,-0.100128982,6.182283998
9035-12704,-0.68406863,0.119386139,12.91044569
9035-1902,-0.40163537,-0.594666386,10.17862463
9035-3701,-0.602101554,-0.077368836,27.97482204
9035-3702,-0.476442712,-0.610239082,8.806413651
9035-3703,-0.668270739,0.075868765,36.64218998
9035-3704,-0.039244409,-0.038751668,11.09837723
9035-6101,-0.125723129,-0.264665105,8.573613405
9035-6102,-0.338048885,-0.429204981,15.86717105
9035-9102,-0.427548928,-0.00576721,6.087608814
9036-12705,-0.503069587,-0.463031169,6.908378124
9036-3701,0.233231695,0.234503275,6.008304755
9036-3703,0.184818127,0.43189856,8.180544257
9036-3704,0.142517245,0.368249978,13.34839392
9036-6101,0.040747967,0.30798438,7.48255384
9036-6102,-0.030043333,0.640984188,22.22106361
9036-6103,-0.749011253,0.148018116,21.35846424
9036-6104,-0.410148858,-0.54094784,6.434731126
9036-9102,-0.402071763,-0.332481408,31.25062609
9037-12701,-0.870438672,0.096924959,10.58255959
9037-12702,-0.48176053,-0.206518373,18.53516555
9037-12704,-0.189023908,-0.038783679,9.815852046
9037-12705,-0.087452963,0.331606766,6.180362821
9037-3701,-0.809761748,0.171010873,32.63011932
9037-3702,-0.448637662,-0.431747271,30.75109291
9037-6101,-0.883069166,0.191945885,8.626186371
9037-6104,0.241379367,0.54202541,6.206549327
9037-9101,-0.719696219,0.000450406,46.12189293
9037-9102,-0.449132452,-0.3677091,23.71410656
9038-12702,0.152707827,0.180676662,6.93550094
9038-12703,-0.308701295,-0.370420026,15.38497114
9038-12704,-0.638058883,-0.043253158,8.076020837
9038-12705,-0.693889686,0.219576039,29.03221035
9038-1901,-0.274194203,-0.246765692,7.789423823
9038-3701,-0.780653837,0.138103157,19.48491383
9038-3702,-0.43367551,-0.416427794,94.01908112
9038-6103,-0.875198605,0.319899557,8.489604632
9038-6104,-0.426774684,-0.566596666,7.527029753
9038-9101,-0.989273061,0.353018368,31.13509274
9038-9102,-0.685413212,-0.02620895,8.15328002
9039-1902,0.128145264,0.207423167,9.229436398
9039-6102,-0.138797553,-0.074646798,9.189681768
9039-9101,-0.218000927,-0.318552209,79.80778885
9041-12702,-0.30165285,-0.309567975,16.45583272
9041-12703,-0.092115795,0.431007925,12.02833104
9041-3702,-0.454700899,-0.697877699,21.97310877
9041-6104,-0.291057805,-0.392130689,28.78179073
9044-12701,0.164810357,0.26644018,9.875431538
9045-12702,-0.481036939,-0.543254924,29.81168795
9045-12703,-0.163038059,-0.244707741,17.31725073
9045-12704,-0.379863697,-0.511752671,14.61362958
9045-1902,0.254278227,0.584477299,7.223537922
9045-3702,-0.545806919,-0.011998848,17.55249739
9045-3703,-0.212098404,-0.173016128,13.46313214
9045-9101,-0.391408029,-0.555858137,130.3280144
9181-12702,0.396553359,0.363142002,18.27427721
9181-12704,0.321115615,0.083481097,6.234429836
9181-12705,-0.330203848,-0.401714362,19.44932556
9181-1902,-0.302029241,-0.347051564,26.51551008
9181-3701,-0.480996919,-0.585048398,10.83361864
9181-3703,-0.829751967,0.255047152,86.91078568
9181-9101,-0.492244511,-0.527072284,21.31254578
9182-12702,-0.424294127,-0.506459176,32.56664848
9182-1902,-0.293194642,-0.419356272,17.27629519
9182-3701,-0.511109252,-0.347494891,40.56690216
9182-3703,0.321907177,0.4306388,11.5754652
9182-3704,0.114398203,-0.160852384,6.679046472
9182-6102,-0.033004003,0.877395364,39.72465324
9182-6103,0.218710849,0.194271404,6.246516387
9182-9102,-0.364597334,-0.520228041,19.18231773
9183-12702,-0.098631209,0.060461858,13.83863521
9183-12705,-0.293573376,-0.101021279,214.8605042
9183-3703,0.020992141,0.344149785,170.6812744
9183-6101,-0.271388003,-0.594556007,95.06824303
9183-9101,-0.162263415,-0.126295122,13.18262172
9183-9102,-0.852888335,0.271171147,39.85469055
9184-12702,-0.914260843,0.249898985,7.826515198
9184-12703,-0.865992663,0.269504204,19.18604994
9184-1901,-0.611524626,0.037439037,16.63926935
9184-3703,-0.487702377,-0.076663419,6.079004924
9184-3704,-0.283708618,-0.586308702,55.0689373
9184-6101,-0.285058094,-0.347669242,9.74922657
9184-6102,0.127022503,0.118791477,8.109135866
9184-6103,-0.118118888,-0.099784478,9.417839527
9184-6104,-0.334995315,-0.331118242,7.243660808
9184-9102,-0.571230916,-0.293187944,23.14593124
9185-12701,-0.31134813,-0.144074194,7.102887154
9185-12705,-0.591228584,-0.10431635,10.83267283
9185-1902,-0.42154294,-0.215420669,10.90328884
9185-6102,-0.69795226,0.02728961,19.84785175
9185-6104,-0.549642499,-0.210889018,13.87169814
9185-9101,-0.363086328,-0.631018504,240.8574486
9186-6103,-0.213940259,-0.231965329,21.91904783
9186-9101,0.200667842,0.8035468,105.3738804
9196-12703,0.064841489,0.585870913,16.82946253
9196-1902,-0.306841783,-0.290358284,51.37021732
9196-3702,-0.206478916,-0.366977829,14.23406768
9196-3703,-0.044254227,-0.056205301,6.682020307
9196-6104,-0.455842101,-0.657149232,20.68514967
9484-12701,-0.828115988,0.066798822,8.431714892
9484-12704,-0.326504368,-0.396631979,6.931903601
9484-12705,-0.278341889,-0.509137105,211.1077728
9484-1902,-0.749726022,0.202088361,21.51585627
9484-6101,-0.313370314,-0.285754743,26.64238834
9484-6102,-0.630610883,0.060148905,24.79664421
9484-6103,-0.21423074,-0.342301965,21.28607655
9484-9101,-0.079320808,0.12340914,8.489930868
9484-9102,-0.595178443,0.075143355,11.69656754
9485-12702,-0.942589523,0.187165939,6.061805248
9485-12703,-0.375466993,-0.425513138,10.31309843
9485-12704,0.009186188,0.385250999,12.02691603
9485-12705,-0.123430609,0.873005898,52.43951321
9485-1901,-0.376278243,-0.629012096,100.6884766
9485-3701,-0.320717763,-0.526881698,22.25110674
9485-3702,-0.363386745,-0.37790309,6.009184361
9485-3703,-0.354021313,-0.359396031,6.930444837
9485-6104,0.109596326,0.602031987,7.225478292
9485-9102,-0.8029115,-0.055882674,22.79612668
9486-12701,-0.320060373,-0.446606612,11.39579034
9486-12702,-0.236248682,-0.656478218,44.80266953
9486-12704,-0.54122536,-0.144050871,25.30360126
9486-3701,-0.721928092,0.081470927,58.10430622
9486-3702,-0.549795694,-0.296137673,19.20929337
9486-3703,-0.411844918,-0.538989818,40.79610538
9486-9101,0.143134457,0.210446104,10.16429257
9486-9102,-0.487479462,-0.064813822,16.25829983
9487-12701,-0.387001566,-0.527412615,18.00709486
9487-12702,-0.548362921,0.072410819,46.1222105
9487-12703,-0.380922044,-0.552154846,26.82601595
9487-12704,-0.362238281,-0.369725815,62.58742905
9487-3702,0.111839539,0.815505418,18.70870686
9487-3703,-0.484879539,-0.196687386,65.73817825
9487-3704,-0.581806787,-0.156802237,32.58943272
9487-6101,-0.433992777,-0.500457541,17.05898237
9487-6102,-0.543318248,0.502308637,12.68094381
9487-6103,-0.885799503,0.349617169,56.18798351
9487-6104,-0.4792995,-0.383623527,17.0079751
9487-9102,-0.090865951,0.062783972,293.8406906
9673-12701,-0.430472343,-0.407613666,354.9725838
9673-12702,-0.411809721,-0.307772231,904.8169708
9673-12703,-0.140725701,-0.610469494,139.2144814
9673-12704,-0.477709144,-0.035655374,214.8331401
9673-12705,-0.478315841,-0.821781267,620.1119537
9673-9101,-0.42928619,-0.611959386,189.5772909
9673-9102,-0.489049094,-0.796174791,172.9636739
9674-12701,-0.483534653,-0.556161566,46.08815638
9674-12702,-0.523881347,-1.006921418,99.03901927
9674-12703,-0.112307362,-0.801021278,71.23560047
9674-12704,-0.417190345,-0.393556019,83.03914642
9674-12705,-0.508452655,-0.627777786,221.1210518
9674-9101,-0.549563886,-1.281267139,104.5814285
9674-9102,-0.492504546,-1.172519814,113.624232
9675-12701,-0.384299899,-0.774317237,395.3207296
9675-12702,-0.489098165,-0.584871761,59.10602951
9675-12703,-0.343191845,-0.887386739,4324.274902
9675-12704,-0.20411331,0.104595943,225.1515605
9675-12705,-0.503855539,-1.022272778,440.0915731
9675-9101,-0.403898668,-0.253293663,92.04041719
9677-12701,-0.345416496,-0.186870115,88.15880394
9677-12702,-0.274018952,-0.300055615,6.83648332
9677-12703,0.020052781,0.077397652,23.3626914
9677-12704,-0.118719096,-0.630562376,10.21844737
9677-12705,-0.037471512,0.338512009,6.171683311
9677-6102,-0.236308767,-0.148286262,6.76568985
9677-9102,-0.287067299,-0.604731815,23.59756327
9678-12703,-0.516595689,-0.425133558,339.5574951
9678-9101,-0.244563362,-0.394577149,23.92389679
9678-9102,-0.495372426,-0.731110865,6.370482286
9864-12703,-0.474963296,-0.381631876,16.59724188
9864-3702,0.290011769,0.203334153,7.130527973
9864-3704,-0.335060076,-0.529072044,46.55780506
9864-9102,-0.413489867,-0.272556353,12.84738278
9865-12701,-0.309889447,-0.127452961,11.4867928
9865-12702,-0.455359949,-0.46528037,9.711997271
9865-12705,-0.274992569,-0.895156082,19.86398506
9865-1901,-0.381103176,-0.632421086,48.38860512
9865-3701,-0.494666952,-0.161575873,7.921166301
9865-3702,-0.549324925,-0.179551292,21.51891518
9865-6101,-0.619922859,-0.044796247,16.00077128
9865-9102,-0.527706266,-0.40753854,78.19692039
9866-12701,-0.406865216,-0.584900107,94.75844288
9866-12703,-0.16544402,0.131835976,19.88256454
9866-6103,-0.623114947,-0.016515863,34.84435844
9866-9102,-0.354104947,-0.31339253,8.76832366
9867-12702,-0.494931482,-0.426772755,15.84383297
9867-12703,-0.848439339,0.183613848,10.55081391
9867-3701,-0.113668781,0.303642908,8.859442472
9867-3702,-0.351085185,0.162097444,157.6004105
9867-3703,-0.557480628,0.075705046,38.87653828
9867-3704,-0.419293512,-0.031776812,39.86386681
9867-6101,-0.014240442,0.247795298,6.457663298
9867-6102,0.205806882,0.316406642,8.622012854
9867-6104,-0.058141269,0.2687661,24.58619499
9867-9101,-0.461893529,-0.547310644,19.10650921
9867-9102,-0.136562326,0.16925104,21.49758911
9868-12704,0.20206601,0.203128738,6.333558718
9868-12705,-0.328447107,-0.177908666,21.82559013
9868-1902,-0.538742167,-0.13983366,9.547431946
9868-3701,-0.448918479,-0.474397245,9.221136093
9868-3702,-0.455485101,-0.291338887,21.50368595
9868-3703,-0.652812575,0.04599193,33.21978188
9868-6101,-0.307138838,-0.360519594,19.15190554
9868-6103,-1.0388221,0.028015034,6.775293231
9868-9102,-0.142939324,0.04820148,7.047088623
9869-12702,-0.19975166,-0.213127959,35.4085474
9869-12705,-0.520978917,-0.201960659,7.13705647
9869-1902,-0.637753685,0.208923585,24.38522291
9869-3704,-0.569975619,-0.130381411,27.99140406
9869-6103,-0.50706105,-0.519481167,11.05883098
9869-9102,-0.250041758,-0.445934034,37.89975929
9870-12702,-0.766637644,0.172349389,30.66670322
9870-12704,-0.632490265,0.021945502,12.15664983
9870-12705,-0.968824348,0.275470126,15.58564901
9870-3702,-0.307395194,-0.133892937,55.17489052
9870-6102,-0.497711952,-0.277126799,17.48553324
9870-6103,0.157281933,0.283408442,7.692410469
9870-6104,-0.598215834,-0.065312214,9.346274376
9870-9101,0.158808283,0.467456253,9.832893133
9871-12701,-0.749338926,0.263109423,7.544812322
9871-12703,-0.763811642,0.227062013,12.09617352
9871-12704,-0.67906278,0.010370079,11.62606692
9871-12705,-0.465070654,-0.601712077,22.89761114
9871-1901,-0.676631603,0.136884919,8.200784922
9871-3701,-0.660160558,0.020495218,14.34358239
9871-3702,-0.226146793,-0.164270655,7.448581338
9871-3703,-0.62138959,-0.000514968,25.74016666
9871-6101,-0.320787892,0.259100312,26.00717211
9871-6103,-0.398806731,-0.401756503,8.412220955
9871-9101,-0.689828583,0.082627405,18.60461998
9872-12701,-0.614066576,0.025719806,30.28228092
9872-12702,-0.53628358,-0.211240024,9.611487627
9872-12703,-0.601348019,-0.118626821,22.421628
9872-12704,-0.969558459,0.36899138,24.62291861
9872-1901,-0.554514627,-0.093637616,29.59522247
9872-3701,-0.37806427,-0.175666514,92.85292816
9872-3702,-0.687126948,0.012621429,18.29691792
9872-3704,-0.111718707,-0.036106118,8.610039234
9872-6101,-0.38990282,-0.324868073,6.010793686
9872-6102,-0.684535704,-0.041096517,9.310459614
9872-9101,-0.193700046,-0.166649814,20.99215221
9872-9102,0.027591431,0.042959339,17.79033947
9883-12701,0.175936026,0.739880595,13.92677617
9883-12704,-0.028196839,0.002307758,6.240504384
9883-12705,-0.639888442,-0.034643064,8.586363475
9883-1901,-0.422821492,0.046591476,12.35158134
9883-1902,-0.44838451,-0.665920056,15.19968653
9883-3701,-0.322311096,-0.408862239,139.4444771
9883-3704,-0.493914134,-0.523490427,15.44649506
9883-6102,-0.659242167,-0.052848105,10.19615602
9883-9102,-0.292579343,-0.530190724,33.73208618
9884-12703,-0.2401847,-0.028202111,7.639190674
9884-12704,-0.832775474,0.187631525,31.41214085
9884-12705,0.00332952,-0.145333574,15.18702412
9884-3704,0.036245372,0.883304173,62.24669838
9884-6101,-0.391343993,-0.394219404,25.55471754
9884-6103,-0.113473898,0.212332046,6.126714349
9884-9101,-0.371365012,-0.430005141,15.19653344
9890-1901,-0.199110845,-0.136193665,292.211586
9890-6102,-0.157854459,-0.030096222,12.44498229
